,title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,avg_shot_length,num_shots,original_format_title,movie_list_webpage_url,genre,release_date,imdb_url,mean_volume,std_dev_volume,min_volume,max_volume,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short,opening_weekend
449,A-Most-Wanted-Man,3481,145.145,79.9295456268,66.9154316581,87.7981366539,73.6054113012,0.713974910394,186,A Most Wanted Man,http://www.movie-list.com/trailers/amostwantedman,"Action, Thriller",25-Jul-14,http://imdb.com/title/tt1972571/,0.166823058523,0.09280796907,0.0,0.412293255856,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686526.0
450,Begin-Again,3675,153.236416667,105.956982496,92.1165081967,110.300338177,119.974207768,0.780884816754,191,Begin Again,http://www.movie-list.com/trailers/beginagain,"Comedy, Drama, Music",27-Jun-14,http://imdb.com/title/tt1980929/,0.0779539665254,0.0401990492705,0.0,0.222031189222,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,134064.0
451,Mommy,3595,149.89975,85.3884114239,76.7399032362,89.265351481,88.176254625,0.611079656863,238,Mommy,http://www.movie-list.com/trailers/mommy,Drama,23-Jan-15,http://imdb.com/title/tt3612616/,0.0421540062272,0.0177095380342,0.0,0.0702760175361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22204.0
452,Honeymoon,3451,143.89375,116.006718875,104.003983696,121.267860524,120.48854404,0.425783231084,326,Honeymoon,http://www.movie-list.com/trailers/honeymoon,"Drama, Thriller, Horror",12-Sep-14,http://imdb.com/title/tt3177316/,0.1158380907,0.0739904422491,0.0,0.323274273948,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131.0
453,The-Sleepwalker,3624,151.109291667,80.4859810753,77.9018303792,84.7110888458,65.576445811,0.848540725047,177,The Sleepwalker,http://www.movie-list.com/trailers/sleepwalker,Drama,21-Nov-14,http://imdb.com/title/tt2723576/,0.0848817237401,0.0439759831844,0.0,0.252703761844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
454,Chef,3962,158.44,126.750371905,91.5001943958,138.68195446,157.847864319,1.25587301587,126,Chef,http://www.movie-list.com/trailers/chef,Comedy,9-May-14,http://imdb.com/title/tt2883512/,0.0827190033837,0.0362828392195,0.00179736853407,0.233175481924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204961.0
455,Dinosaur-13,3691,147.6,116.026228667,98.6949879877,121.08985843,135.496051396,0.316566523605,466,Dinosaur 13,http://www.movie-list.com/trailers/dinosaur13,Documentary,15-Aug-14,http://imdb.com/title/tt3090252/,0.0527233638326,0.0243329604401,0.0,0.15196361974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
456,Leviathan,3717,154.833333333,79.5828905262,66.7573101886,83.5712222745,92.7440617161,0.233698593074,616,Leviathan,http://www.movie-list.com/trailers/leviathan,Documentary ,13-Oct-12,http://imdb.com/title/tt2332522/,0.104742072282,0.0759306850566,0.0,0.414267271507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10018.0
457,The-Canal,3407,142.058583333,72.1805338227,66.0126570042,73.1904677049,83.2153166789,0.442528039832,318,The Canal,http://www.movie-list.com/trailers/canal,"Horror, Thriller",10-Oct-14,http://imdb.com/title/tt2517658/,0.109135694557,0.0687984476439,0.00426365280302,0.322411034819,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
458,In-the-Name-of-the-Father,2826,117.826041667,122.477911084,118.229240674,120.685010493,142.956928839,0.394256475225,296,In the Name of the Father,http://www.movie-list.com/trailers/inthenameofthefather,"Biography, Drama, History",25-Feb-94,http://imdb.com/title/tt0107207/,0.134583384967,0.0480594622183,0.0,0.269131914468,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
459,Extraction,2978,124.165708333,85.1314521478,82.5219807075,87.9651721676,77.4568074732,0.172858520337,713,Extraction,http://www.movie-list.com/trailers/extraction,Thriller,18-Dec-15,http://imdb.com/title/tt4382872/,0.125526639102,0.0782763473234,0.00442580181878,0.371111164375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
460,The-Book-Thief,3419,142.559083333,125.955097936,108.075310545,136.49487941,118.674503513,0.400588512241,354,The Book Thief,http://www.movie-list.com/trailers/bookthief,Drama,8-Nov-13,http://imdb.com/title/tt0816442/,0.0863216349805,0.0480353529772,0.0,0.26135936681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105005.0
461,Curse-of-Chucky,1778,74.1157083333,70.6681207841,65.2891603379,74.3943368889,65.6466228537,0.4063125,182,Curse of Chucky,http://www.movie-list.com/trailers/curseofchucky,"Action, Horror, Thriller",24-Sep-13,http://www.imdb.com/title/tt2230358/,0.0663766537904,0.0450684886314,0.0,0.170329497668,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
462,Filth,1790,74.5416666667,100.426186994,88.2663089358,103.090660426,118.676926168,0.763454861111,96,Filth,http://www.movie-list.com/trailers/filth,"Comedy, Crime, Drama",TBA 2014,http://imdb.com/title/tt1450321/,0.127220594993,0.0552732018468,0.0,0.217400395072,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526.0
463,Magic-Mike-XXL,2305,96.096,72.6183786833,67.5934738327,71.0087714406,94.1450922724,0.435985632184,203,Magic Mike XXL,http://www.movie-list.com/trailers/magicmike2,"Comedy, Drama, Music",1-Jul-15,http://imdb.com/title/tt2268016/,0.0565467693829,0.0398619727623,0.0,0.154979853174,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11600000.0
464,Revenge-of-the-Green-Dragons,2856,119.077291667,87.7039924709,76.5680882763,93.2113132788,88.6206139514,0.303001928021,389,Revenge of the Green Dragons,http://www.movie-list.com/trailers/revengeofthegreendragons,"Action, Crime, Drama",31-Oct-14,http://imdb.com/title/tt1396523/,0.0703603413625,0.0321200591995,0.0,0.165480093326,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
465,Jimi-All-is-By-My-Side,2940,98.0646333333,72.1857874572,70.5273884639,69.4953428904,90.4507435851,0.632675053763,155,Jimi: All is By My Side,http://www.movie-list.com/trailers/jimiallisbymyside,"Biography, Drama, Music",26-Sep-14,http://imdb.com/title/tt2402085/,0.145910928776,0.0622267242085,0.0,0.37032161966,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97011.0
466,Accidental-Love,3122,130.171708333,143.601404418,138.022800281,145.53959103,148.374118238,0.515621347942,251,Accidental Love,http://www.movie-list.com/trailers/accidentallove,"Comedy, Romance",TBA 2015,http://imdb.com/title/tt1137470/,0.0883340081714,0.0356490675986,0.0,0.186322704736,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
467,The-Purge-Anarchy,3630,151.359541667,89.9597264502,72.3219824178,100.916096324,79.8678716078,0.233408780231,634,The Purge: Anarchy,http://www.movie-list.com/trailers/purge2,"Action, Horror, Thriller",18-Jul-14,http://imdb.com/title/tt2975578/,0.166479978759,0.0694687270282,0.0,0.310123217529,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29816675.0
468,I-Smile-Back,2545,106.106,120.190004658,113.635747063,122.110124215,127.593306549,0.916495289855,115,I Smile Back,http://www.movie-list.com/trailers/ismileback,Drama,23-Oct-15,http://imdb.com/title/tt3640682/,0.0928346677691,0.0629470877982,0.0,0.321652096994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15758.0
469,The-Judge,3278,136.678208333,145.501325657,134.659976299,152.229525958,139.409885998,0.860732484076,157,The Judge,http://www.movie-list.com/trailers/judge,"Comedy, Drama",10-Oct-14,http://imdb.com/title/tt1872194/,0.0563602717401,0.020644554556,0.0,0.104878437567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13116226.0
470,Sunlight-Jr,3001,125.125,129.736090048,113.044272291,136.725524403,137.6252126,0.449276457541,263,Sunlight Jr.,http://www.movie-list.com/trailers/sunlightjr,Drama,15-Nov-13,http://imdb.com/title/tt1517249/,0.0934730224812,0.038544982884,0.0,0.178919481856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
471,The-Duke-of-Burgundy,2789,116.282833333,66.2435424925,56.572311585,69.5458157334,74.6551291603,1.14781333333,100,The Duke of Burgundy,http://www.movie-list.com/trailers/dukeofburgundy,Drama,23-Jan-15,http://imdb.com/title/tt2570858/,0.147523631008,0.125341459684,0.0,0.53514747699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000.0
472,Divergent,1798,74.875,67.45677282,70.3141314366,66.4786480304,65.0606363135,0.258686690224,283,Divergent,http://www.movie-list.com/trailers/divergent,"Action, Adventure, Romance ",21-Mar-14,http://imdb.com/title/tt1840309/,0.0607814198339,0.0340969102709,0.0,0.134814139877,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54607747.0
473,The-Young-and-Prodigious-TS-Spivet,3304,137.762625,102.490010497,79.3522172105,110.304927622,123.005616303,0.636945833333,210,The Young and Prodigious T.S. Spivet,http://www.movie-list.com/trailers/youngandprodigioustsspivet,"Action, Adventure, Drama",31-Jul-15,http://imdb.com/title/tt1981107/,0.0418831407476,0.0195240262639,0.0,0.0919677693075,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33658.0
474,In-a-World,3529,147.147,117.479841593,96.6043922857,124.933436108,133.937383709,1.22951960784,119,In a World...,http://www.movie-list.com/trailers/inaworld,Comedy,9-Aug-13,http://imdb.com/title/tt2294677/,0.0885542153548,0.0451254368588,0.0,0.242307135153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70541.0
475,Barefoot,3145,131.131,91.4556737863,68.6136607639,99.5468046389,109.76382685,0.545175034868,239,Barefoot,http://www.movie-list.com/trailers/barefoot,"Comedy, Drama, Romance",21-Feb-14,http://imdb.com/title/tt2355495/,0.0912316578269,0.0358652064838,0.0,0.205045762163,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11766.0
476,The-Drop,3551,148.064583333,130.365709877,112.787351584,138.596813954,134.186321913,0.508726211073,289,The Drop,http://www.movie-list.com/trailers/drop,"Crime, Drama",12-Sep-14,http://imdb.com/title/tt1600196/,0.0733588290657,0.048942041806,0.0,0.270310599213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4104552.0
477,Knight-of-Cups,3282,136.708333333,136.782383734,144.884238494,133.694128861,131.561677248,0.429528403001,311,Knight of Cups,http://www.movie-list.com/trailers/knightofcups,"Drama, Romance",4-Mar-16,http://imdb.com/title/tt2101383/,0.118115990372,0.0448730270965,0.0,0.229677790217,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60551.0
478,Lifes-a-Breeze,2759,115.031583333,142.103014461,126.626656137,147.223105883,156.441612177,0.392712581699,255,Life's a Breeze,http://www.movie-list.com/trailers/lifesabreeze,"Comedy, Drama",19-Sep-14,http://imdb.com/title/tt2132374/,0.0468728923191,0.0274915477919,0.0,0.111459831881,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361.0
479,The-LEGO-Movie,3228,134.592791667,97.9629482052,89.6356804813,98.7255016678,115.955910792,0.450601666667,275,The LEGO Movie,http://www.movie-list.com/trailers/legomovie,"Animation, Action, Comedy",7-Feb-14,http://imdb.com/title/tt1490017/,0.0587409185829,0.0315447962239,0.0,0.158178595832,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69050279.0
480,Byzantium,2674,106.92,106.886670725,103.611405696,107.685500993,111.45467087,0.23295154185,454,Byzantium,http://www.movie-list.com/trailers/byzantium,"Drama, Fantasy, Thriller",28-Jun-13,http://imdb.com/title/tt1531901/,0.108662407185,0.0497905371018,0.0,0.236418275286,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16643.0
481,What-We-Do-in-the-Shadows,3719,155.071583333,60.7586756174,52.670907022,61.0701863042,80.4135276141,0.664601346434,229,What We Do in the Shadows,http://www.movie-list.com/trailers/whatwedointheshadows,"Comedy, Horror",13-Feb-15,http://imdb.com/title/tt3416742/,0.099771792867,0.0513736885368,0.00182663328821,0.313265806376,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128520.0
482,What-Maisie-Knew,3217,134.134,124.132700824,109.742126456,131.401339054,124.5455544,0.6853,195,What Maisie Knew,http://www.movie-list.com/trailers/whatmaisieknew,"Drama, Family",3-May-13,http://www.imdb.com/title/tt1932767/,0.14159285729,0.054212604458,0.0,0.259258692295,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21480.0
483,Tracks,2864,119.410958333,186.256583839,169.371032722,189.991169209,211.462858181,0.219513448383,536,Tracks,http://www.movie-list.com/trailers/tracks,"Adventure, Biography, Drama",19-Sep-14,http://imdb.com/title/tt2167266/,0.131118498896,0.0718870895894,0.00199374432813,0.305861415127,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21544.0
484,12-Years-a-Slave,3559,148.39825,117.055284001,101.989780196,123.893895509,121.445807336,0.859045321637,171,12 Years a Slave,http://www.movie-list.com/trailers/12yearsaslave,"Drama, History",18-Oct-13,http://imdb.com/title/tt2024544/,0.117316405151,0.0759952441915,0.0,0.373724923707,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923715.0
485,Snitch,3509,146.312833333,93.7733924204,90.7043300703,95.1487598024,94.8205803361,0.38008223972,381,Snitch,http://www.movie-list.com/trailers/snitch,"Action, Drama, Thriller ",22-Feb-13,http://www.imdb.com/title/tt0882977/,0.0829872831878,0.0474296676483,0.0,0.279139529109,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13167607.0
486,The-Salvation,3599,149.916666667,91.9243150624,74.675739269,95.355189462,119.563512111,0.392070979335,371,The Salvation,http://www.movie-list.com/trailers/salvation,"Drama, Western",27-Feb-15,http://imdb.com/title/tt2720680/,0.207835505242,0.0809274729087,0.0529219965742,0.414605636925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5000.0
487,American-Heist,3702,154.362541667,85.6058555955,69.1173918526,94.1817398355,84.7542621693,0.319239255765,477,American Heist,http://www.movie-list.com/trailers/americanheist,"Action, Drama",24-Jul-15,http://imdb.com/title/tt2923316/,0.11188309761,0.0582915178527,0.0,0.310496613382,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
488,Pixels,3370,140.515375,94.574769523,92.7169897225,94.8335893879,98.1960028448,0.374926523297,372,Pixels,http://www.movie-list.com/trailers/pixels,,24-Jul-15,http://imdb.com/title/tt2120120/,0.0755085271717,0.0392248174435,0.00133740370527,0.205821167506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24011616.0
489,Cinderella,1842,76.7850416667,74.2239534471,74.2434044111,75.9083589695,65.5648522233,0.190891183575,345,Cinderella,http://www.movie-list.com/trailers/cinderella,"Adventure, Drama, Family",13-Mar-15,http://imdb.com/title/tt1661199/,0.0444694998608,0.0409148902111,0.0,0.215560448338,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,67877361.0
490,Hot-Tub-Time-Machine-2,4945,206.206,143.294216239,149.725242698,137.294282847,157.452606712,0.323041600738,632,Hot Tub Time Machine 2,http://www.movie-list.com/trailers/hottubtimemachine2,Comedy,20-Feb-15,http://imdb.com/title/tt2637294/,0.0894149882406,0.0326057558067,0.0,0.210310604924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5963324.0
491,Meadowland,2736,114.072291667,105.634327699,87.8915805952,114.800492562,105.049518647,0.832256361323,131,Meadowland,http://www.movie-list.com/trailers/meadowland,Drama,16-Oct-15,http://imdb.com/title/tt3529656/,0.0687678809072,0.038488940197,0.0,0.198085643486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
492,White-Bird-in-a-Blizzard,3027,126.209416667,168.890005142,160.909213366,176.638077298,150.067455197,0.291087393658,431,White Bird in a Blizzard,http://www.movie-list.com/trailers/whitebirdinablizzard,"Drama, Thriller",24-Oct-14,http://imdb.com/title/tt2238050/,0.0716712135107,0.0461671044195,0.0,0.255476248069,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11962.0
493,Afternoon-Delight,3204,133.591791667,192.786305299,167.445664431,201.741210659,213.286890732,0.749109784644,178,Afternoon Delight,http://www.movie-list.com/trailers/afternoondelight,"Comedy, Drama",30-Aug-13,http://imdb.com/title/tt2312890/,0.0963022337041,0.04129674651,0.0,0.207255288775,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33810.0
494,Better-Living-Through-Chemistry,2617,109.109,163.497500996,140.786501047,170.716964098,186.013665855,0.877231368564,123,Better Living Through Chemistry,http://www.movie-list.com/trailers/betterlivingthroughchemistry,"Comedy, Drama",14-Mar-14,http://imdb.com/title/tt1609479/,0.0626422782255,0.0330918090485,0.0,0.185047198947,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5337.0
495,Heaven-Knows-What,2644,110.235125,92.2083046838,95.5792980736,85.0994649682,120.054969766,0.254138888889,429,Heaven Knows What,http://www.movie-list.com/trailers/heavenknowswhat,Drama,29-May-15,http://imdb.com/title/tt3687186/,0.080252063032,0.0501922389507,0.0,0.276650664316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16862.0
496,The-Benefactor,3141,130.964166667,68.249503473,63.3043039449,68.8006292163,78.4375234555,0.652662060302,199,The Benefactor,http://www.movie-list.com/trailers/benefactor,Drama,15-Jan-16,http://imdb.com/title/tt3165630/,0.0646121102037,0.036643026921,0.0,0.210926159131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
497,Kill-Your-Darlings,2939,122.539083333,117.846464382,107.909316844,121.30854371,126.177670347,0.416656285552,293,Kill Your Darlings,http://www.movie-list.com/trailers/killyourdarlings,"Biography, Drama, Romance",16-Oct-13,http://imdb.com/title/tt1311071/,0.144752082386,0.0911697514426,0.0,0.377746061891,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53452.0
498,Jingle-Bell-Rocks,2605,108.6085,179.107298844,176.947546995,176.065611953,200.589147641,0.457533225575,232,Jingle Bell Rocks!,http://www.movie-list.com/trailers/jinglebellrocks,"Documentary, Comedy, History, Music",23-Nov-14,http://imdb.com/title/tt3219462/,0.0541571015553,0.0208056764863,0.00963132615103,0.0935667492882,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
499,Mistress-America,3683,153.570083333,81.0192306578,68.0402877749,84.4616047775,97.3949705039,1.18496931525,129,Mistress America,http://www.movie-list.com/trailers/mistressamerica,Comedy,14-Aug-15,http://imdb.com/title/tt2872462/,0.101652905335,0.0452859851228,0.0,0.27685716751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234275.0
500,Police-Story-Lockdown,2398,99.974875,93.7407736345,86.6836878019,96.0291288605,100.543164118,0.220603016924,453,Police Story: Lockdown,http://www.movie-list.com/trailers/policestorylockdown,"Action, Crime, Drama",5-Jun-15,http://imdb.com/title/tt2599716/,0.275368944903,0.110945809514,0.0,0.49140930162,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
501,Bad-Country,2656,110.735625,88.7677241225,72.8050161849,95.8733024442,94.1111951758,0.342660026042,320,Bad Country,http://www.movie-list.com/trailers/badcountry,"Action, Crime, Drama ",29-Apr-14,http://imdb.com/title/tt2350892/,0.0471240869125,0.0208608736724,0.0,0.0921277019293,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
502,Alvin-and-the-Chipmunks-The-Road-Chip,3486,145.353541667,153.141193189,133.249857322,156.273279181,189.301718914,0.360227197347,402,Alvin and the Chipmunks: The Road Chip,http://www.movie-list.com/trailers/alvinandthechipmunks4,"Animation, Adventure, Comedy",18-Dec-15,http://imdb.com/title/tt2974918/,0.0820701931906,0.0308336687034,0.0,0.246776149829,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14287159.0
503,The-D-Train,3863,161.077583333,86.2396554512,73.9910368029,92.5305618017,86.0376734494,0.868660585586,185,The D Train,http://www.movie-list.com/trailers/dtrain,Comedy,8-May-15,http://imdb.com/title/tt3534602/,0.0338083406177,0.0167331895565,0.0,0.104034003309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447524.0
504,Grace-of-Monaco,1709,68.32,89.1509698995,72.1770608074,94.3351185679,107.039752849,0.546991869919,123,Grace of Monaco,http://www.movie-list.com/trailers/graceofmonaco,"Biography, Drama",TBA 2014,http://imdb.com/title/tt2095649/,0.0855938659226,0.0477487541273,0.0,0.224117427878,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
505,The-Forest,3564,148.606791667,94.2221074824,79.2996992745,100.7396529,99.8706238358,0.473982561235,313,The Forest,http://www.movie-list.com/trailers/forest,Horror,8-Jan-16,http://imdb.com/title/tt3387542/,0.0655900835234,0.0403666086303,0.0,0.212531773678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12741176.0
506,The-Imitation-Game,1586,66.1077083333,69.2643751413,61.4107296518,73.7324463836,66.9101931683,0.637187706271,101,The Imitation Game,http://www.movie-list.com/trailers/imitationgame,"Biography, Drama",28-Nov-14,http://imdb.com/title/tt2084970/,0.100781029339,0.0482850340852,0.0,0.211150826129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479352.0
507,The-Dark-Matter-of-Love,3761,150.4,157.53273243,148.237006745,157.901586136,180.144386423,1.35568627451,102,The Dark Matter of Love,http://www.movie-list.com/trailers/darkmatteroflove,Documentary,1-Nov-12,http://imdb.com/title/tt2512582/,0.141206949515,0.0465931235034,0.0,0.236948885783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
508,Man-Up,3683,153.416666667,129.468241823,121.945173695,133.481373561,128.642658996,0.541512915129,271,Man Up,http://www.movie-list.com/trailers/manup,"Comedy, Romance",13-Nov-15,http://imdb.com/title/tt3064298/,0.0887509981954,0.0414855874607,0.0,0.224906591747,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
509,Forsaken,3120,130.088291667,77.6806865252,59.3739144054,86.1768578621,82.0000696879,0.56344514526,218,Forsaken,http://www.movie-list.com/trailers/forsaken,"Drama, Western",19-Feb-16,http://imdb.com/title/tt2271563/,0.0874495398902,0.044598463593,0.0,0.198003839123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
510,Upside-Down,3601,150.15,123.787589512,113.545420662,134.296822806,96.6370902608,0.414541551247,361,Upside Down,http://www.movie-list.com/trailers/upsidedown,"Drama, Romance ",15-Mar-13,http://www.imdb.com/title/tt1374992/,0.19531628488,0.0930725345797,0.0,0.481156330438,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28722.0
511,McCanick,2540,105.897458333,67.5876929607,58.5297037038,69.256738153,82.8022739283,0.578416666667,182,McCanick,http://www.movie-list.com/trailers/mccanick,"Crime, Drama, Mystery",21-Mar-14,http://imdb.com/title/tt2295564/,0.0620022386517,0.0475044592537,0.0,0.253679283455,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
512,Ingrid-Bergman-in-Her-Own-Words,2387,99.5160833333,122.012661205,117.801728128,123.076329103,127.683504247,0.721777035623,131,Ingrid Bergman in Her Own Words,http://www.movie-list.com/trailers/ingridbergmaninherownwords,"Documentary, Biography",13-Nov-15,http://imdb.com/title/tt4621016/,0.0985740452575,0.05704646553,0.0,0.209093510034,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8355.0
513,Everly,2911,121.25,51.6891567445,46.8262444636,52.1821238949,61.946364456,0.331481481481,360,Everly,http://www.movie-list.com/trailers/everly,"Thriller, Action",27-Feb-15,http://imdb.com/title/tt1945084/,0.0660719870675,0.0375041516788,0.00292857317612,0.184895420332,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
514,Cop-Car,2859,119.202416667,132.414883012,125.772211541,136.324878417,129.814608347,0.373021551724,319,Cop Car,http://www.movie-list.com/trailers/copcar,Thriller,7-Aug-15,http://imdb.com/title/tt3813310/,0.129252786614,0.0852153933807,0.0,0.348896303955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26146.0
515,Reasonable-Doubt,3502,146.020875,128.100327236,123.427848667,129.679396318,132.33278623,0.316017260579,449,Reasonable Doubt,http://www.movie-list.com/trailers/reasonabledoubt,"Crime, Thriller",17-Jan-14,http://imdb.com/title/tt2304953/,0.0738658075567,0.0323876810807,0.0,0.173767343914,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
516,Iron-Man-3,3008,125.416958333,117.981341258,108.976096331,124.001681535,110.696482487,0.270469474638,460,Iron Man 3,http://www.movie-list.com/trailers/ironman3,,3-May-13,http://www.imdb.com/title/tt1300854/,0.13340435694,0.0866400299105,0.0,0.308445276939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174144585.0
517,Fort-Bliss,3422,142.684208333,94.4852808684,79.2121025895,99.0871956157,110.917540158,0.454675712719,304,Fort Bliss,http://www.movie-list.com/trailers/fortbliss,"Drama, War",19-Sep-14,http://imdb.com/title/tt2093995/,0.100422621337,0.0615089671537,0.0,0.316572356532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
